Nome da rede,Acuracia,Precisao,Recall,Camadas,neuronios,learning_rate,momentum
C1N4L4M5,0.6851851940155029,0.6753246784210205,0.9904761910438538,1,4,0.4,0.5
C1N4L4M6,0.6481481194496155,0.6481481194496155,1.0,1,4,0.4,0.6
C1N4L4M7,0.654321014881134,0.6521739363670349,1.0,1,4,0.4,0.7
C1N4L5M3,0.6975308656692505,0.6818181872367859,1.0,1,4,0.5,0.3
C1N4L5M4,0.709876537322998,0.6907894611358643,1.0,1,4,0.5,0.4
C1N4L5M5,0.654321014881134,0.673758864402771,0.9047619104385376,1,4,0.5,0.5
C1N4L5M6,0.6975308656692505,0.6944444179534912,0.9523809552192688,1,4,0.5,0.6
C1N4L5M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.5,0.7
C1N4L6M3,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.3
C1N4L6M4,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.4
C1N4L6M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.5
C1N4L6M6,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.6
C1N4L6M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.7
C1N4L7M3,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.3
C1N4L7M4,0.5679012537002563,0.7966101765632629,0.4476190507411957,1,4,0.7,0.4
C1N4L7M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.5
C1N4L7M6,0.6604938507080078,0.6811594367027283,0.8952381014823914,1,4,0.7,0.6
C1N4L7M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.7
C1N8L3M3,0.7037037014961243,0.8433734774589539,0.6666666865348816,1,8,0.3,0.3
C1N8L3M4,0.6975308656692505,0.6917808055877686,0.961904764175415,1,8,0.3,0.4
C1N8L3M5,0.6913580298423767,0.6774193644523621,1.0,1,8,0.3,0.5
C1N8L3M6,0.6728395223617554,0.6756756901741028,0.9523809552192688,1,8,0.3,0.6
C1N8L3M7,0.654321014881134,0.6521739363670349,1.0,1,8,0.3,0.7
C1N8L4M3,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.3
C1N8L4M4,0.6666666865348816,0.6808510422706604,0.9142857193946838,1,8,0.4,0.4
C1N8L4M5,0.7037037014961243,0.6965517401695251,0.961904764175415,1,8,0.4,0.5
C1N8L4M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.6
C1N8L4M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.7
C1N8L5M3,0.6111111044883728,0.7099999785423279,0.6761904954910278,1,8,0.5,0.3
C1N8L5M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.5,0.4
C1N8L5M5,0.6728395223617554,0.6645569801330566,1.0,1,8,0.5,0.5
C1N8L5M6,0.6728395223617554,0.7708333134651184,0.7047619223594666,1,8,0.5,0.6
C1N8L5M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.5,0.7
C1N8L6M3,0.6604938507080078,0.65625,1.0,1,8,0.6,0.3
C1N8L6M4,0.654321014881134,0.6521739363670349,1.0,1,8,0.6,0.4
C1N8L6M5,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.5
C1N8L6M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.6
C1N8L6M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.7
C1N8L7M3,0.6851851940155029,0.6730769276618958,1.0,1,8,0.7,0.3
C1N8L7M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.4
C1N8L7M5,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.5
C1N8L7M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.6
C1N8L7M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.7
C1N16L3M3,0.6728395223617554,0.6645569801330566,1.0,1,16,0.3,0.3
C1N16L3M4,0.604938268661499,0.8253968358039856,0.4952380955219269,1,16,0.3,0.4
C1N16L3M5,0.604938268661499,0.7469879388809204,0.5904762148857117,1,16,0.3,0.5
C1N16L3M6,0.6975308656692505,0.6818181872367859,1.0,1,16,0.3,0.6
C1N16L3M7,0.6913580298423767,0.9104477763175964,0.5809524059295654,1,16,0.3,0.7
C1N16L4M3,0.5493826866149902,0.970588207244873,0.3142857253551483,1,16,0.4,0.3
C1N16L4M4,0.7037037014961243,0.7355371713638306,0.8476190567016602,1,16,0.4,0.4
C1N16L4M5,0.7037037014961243,0.7142857313156128,0.9047619104385376,1,16,0.4,0.5
C1N16L4M6,0.654321014881134,0.6521739363670349,1.0,1,16,0.4,0.6
C1N16L4M7,0.6481481194496155,0.6481481194496155,1.0,1,16,0.4,0.7
C1N16L5M3,0.6481481194496155,0.6481481194496155,1.0,1,16,0.5,0.3
C1N16L5M4,0.6481481194496155,0.6481481194496155,1.0,1,16,0.5,0.4
C1N16L5M5,0.6790123581886292,0.668789803981781,1.0,1,16,0.5,0.5
C1N16L5M6,0.6481481194496155,0.6481481194496155,1.0,1,16,0.5,0.6
C1N16L5M7,0.5802469253540039,0.7283950448036194,0.561904788017273,1,16,0.5,0.7
C1N16L6M3,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.3
C1N16L6M4,0.6790123581886292,0.668789803981781,1.0,1,16,0.6,0.4
C1N16L6M5,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.5
C1N16L6M6,0.6111111044883728,0.8500000238418579,0.48571428656578064,1,16,0.6,0.6
C1N16L6M7,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.7
C1N16L7M3,0.7037037014961243,0.6938775777816772,0.9714285731315613,1,16,0.7,0.3
C1N16L7M4,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.4
C1N16L7M5,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.5
C1N16L7M6,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.6
C1N16L7M7,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.7
C1N32L3M3,0.6728395223617554,0.6830986142158508,0.9238095283508301,1,32,0.3,0.3
C1N32L3M4,0.6913580298423767,0.6774193644523621,1.0,1,32,0.3,0.4
C1N32L3M5,0.7777777910232544,0.7804877758026123,0.9142857193946838,1,32,0.3,0.5
C1N32L3M6,0.7160493731498718,0.695364236831665,1.0,1,32,0.3,0.6
C1N32L3M7,0.654321014881134,0.6666666865348816,0.9333333373069763,1,32,0.3,0.7
C1N32L4M3,0.5,0.8999999761581421,0.2571428716182709,1,32,0.4,0.3
C1N32L4M4,0.6481481194496155,0.6481481194496155,1.0,1,32,0.4,0.4
C1N32L4M5,0.709876537322998,0.6933333277702332,0.9904761910438538,1,32,0.4,0.5
C1N32L4M6,0.709876537322998,0.6907894611358643,1.0,1,32,0.4,0.6
C1N32L4M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.4,0.7
C1N32L5M3,0.6358024477958679,0.6982758641242981,0.7714285850524902,1,32,0.5,0.3
C1N32L5M4,0.5617284178733826,0.8695651888847351,0.380952388048172,1,32,0.5,0.4
C1N32L5M5,0.6481481194496155,0.6481481194496155,1.0,1,32,0.5,0.5
C1N32L5M6,0.6728395223617554,0.6666666865348816,0.9904761910438538,1,32,0.5,0.6
C1N32L5M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.5,0.7
C1N32L6M3,0.6481481194496155,0.6481481194496155,1.0,1,32,0.6,0.3
C1N32L6M4,0.6913580298423767,0.6774193644523621,1.0,1,32,0.6,0.4
C1N32L6M5,0.6481481194496155,0.6481481194496155,1.0,1,32,0.6,0.5
C1N32L6M6,0.6790123581886292,0.6879432797431946,0.9238095283508301,1,32,0.6,0.6
C1N32L6M7,0.5987654328346252,0.9545454382896423,0.4000000059604645,1,32,0.6,0.7
C1N32L7M3,0.654321014881134,0.6521739363670349,1.0,1,32,0.7,0.3
C1N32L7M4,0.6604938507080078,0.65625,1.0,1,32,0.7,0.4
C1N32L7M5,0.7037037014961243,0.6912751793861389,0.9809523820877075,1,32,0.7,0.5
C1N32L7M6,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.6
C1N32L7M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.7
C1N64L3M3,0.6851851940155029,0.6730769276618958,1.0,1,64,0.3,0.3
C1N64L3M4,0.6790123581886292,0.668789803981781,1.0,1,64,0.3,0.4
C1N64L3M5,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,64,0.3,0.5
C1N64L3M6,0.6851851940155029,0.6776315569877625,0.9809523820877075,1,64,0.3,0.6
C1N64L3M7,0.6481481194496155,0.6481481194496155,1.0,1,64,0.3,0.7
C1N64L4M3,0.5740740895271301,1.0,0.34285715222358704,1,64,0.4,0.3
C1N64L4M4,0.7654321193695068,0.7815126180648804,0.8857142925262451,1,64,0.4,0.4
C1N64L4M5,0.6296296119689941,0.6691729426383972,0.8476190567016602,1,64,0.4,0.5
C1N64L4M6,0.7037037014961243,0.686274528503418,1.0,1,64,0.4,0.6
C1N64L4M7,0.7407407164573669,0.8539325594902039,0.723809540271759,1,64,0.4,0.7
C1N64L5M3,0.6481481194496155,0.6481481194496155,1.0,1,64,0.5,0.3
C1N64L5M4,0.6481481194496155,0.6481481194496155,1.0,1,64,0.5,0.4
C1N64L5M5,0.6481481194496155,0.6481481194496155,1.0,1,64,0.5,0.5
C1N64L5M6,0.709876537322998,0.6959459185600281,0.9809523820877075,1,64,0.5,0.6
C1N64L5M7,0.6790123581886292,0.6879432797431946,0.9238095283508301,1,64,0.5,0.7
C1N64L6M3,0.6728395223617554,0.8714285492897034,0.5809524059295654,1,64,0.6,0.3
C1N64L6M4,0.5370370149612427,1.0,0.2857142984867096,1,64,0.6,0.4
C1N64L6M5,0.6604938507080078,0.65625,1.0,1,64,0.6,0.5
C1N64L6M6,0.6975308656692505,0.6818181872367859,1.0,1,64,0.6,0.6
C1N64L6M7,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.7
C1N64L7M3,0.6481481194496155,0.6481481194496155,1.0,1,64,0.7,0.3
C1N64L7M4,0.7469135522842407,0.7285714149475098,0.9714285731315613,1,64,0.7,0.4
C1N64L7M5,0.6913580298423767,0.6797385811805725,0.9904761910438538,1,64,0.7,0.5
C1N64L7M6,0.709876537322998,0.6933333277702332,0.9904761910438538,1,64,0.7,0.6
C1N64L7M7,0.6234567761421204,0.6392405033111572,0.961904764175415,1,64,0.7,0.7
C1N128L3M3,0.6481481194496155,0.6481481194496155,1.0,1,128,0.3,0.3
C1N128L3M4,0.6975308656692505,0.804347813129425,0.7047619223594666,1,128,0.3,0.4
C1N128L3M5,0.6975308656692505,0.6818181872367859,1.0,1,128,0.3,0.5
C1N128L3M6,0.6913580298423767,0.7433628439903259,0.800000011920929,1,128,0.3,0.6
C1N128L3M7,0.709876537322998,0.6907894611358643,1.0,1,128,0.3,0.7
C1N128L4M3,0.6481481194496155,0.6481481194496155,1.0,1,128,0.4,0.3
C1N128L4M4,0.7592592835426331,0.7578125,0.9238095283508301,1,128,0.4,0.4
C1N128L4M5,0.6975308656692505,0.6842105388641357,0.9904761910438538,1,128,0.4,0.5
C1N128L4M6,0.7037037014961243,0.686274528503418,1.0,1,128,0.4,0.6
C1N128L4M7,0.6913580298423767,0.6774193644523621,1.0,1,128,0.4,0.7
C1N128L5M3,0.5987654328346252,0.8999999761581421,0.4285714328289032,1,128,0.5,0.3
C1N128L5M4,0.6790123581886292,0.6879432797431946,0.9238095283508301,1,128,0.5,0.4
C1N128L5M5,0.6975308656692505,0.6818181872367859,1.0,1,128,0.5,0.5
C1N128L5M6,0.6790123581886292,0.8271604776382446,0.6380952596664429,1,128,0.5,0.6
C1N128L5M7,0.6481481194496155,0.6481481194496155,1.0,1,128,0.5,0.7
C1N128L6M3,0.709876537322998,0.6907894611358643,1.0,1,128,0.6,0.3
C1N128L6M4,0.5370370149612427,0.9166666865348816,0.3142857253551483,1,128,0.6,0.4
C1N128L6M5,0.6419752836227417,0.6942148804664612,0.800000011920929,1,128,0.6,0.5
C1N128L6M6,0.6481481194496155,0.6481481194496155,1.0,1,128,0.6,0.6
C1N128L6M7,0.7160493731498718,0.695364236831665,1.0,1,128,0.6,0.7
C1N128L7M3,0.6975308656692505,0.6917808055877686,0.961904764175415,1,128,0.7,0.3
C1N128L7M4,0.6666666865348816,0.6834532618522644,0.9047619104385376,1,128,0.7,0.4
C1N128L7M5,0.6481481194496155,0.6481481194496155,1.0,1,128,0.7,0.5
C1N128L7M6,0.6481481194496155,0.6481481194496155,1.0,1,128,0.7,0.6
C1N128L7M7,0.6481481194496155,0.6481481194496155,1.0,1,128,0.7,0.7
C2N2L3M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.3
C2N2L3M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.4
C2N2L3M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.5
C2N2L3M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.6
C2N2L3M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.7
C2N2L4M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.3
C2N2L4M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.4
C2N2L4M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.5
C2N2L4M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.6
C2N2L4M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.7
C2N2L5M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.3
C2N2L5M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.4
C2N2L5M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.5
C2N2L5M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.6
C2N2L5M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.7
C2N2L6M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.3
C2N2L6M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.4
C2N2L6M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.5
C2N2L6M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.6
C2N2L6M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.7
C2N2L7M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.3
C2N2L7M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.4
C2N2L7M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.5
C2N2L7M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.6
C2N2L7M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.7
C2N4L3M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.3
C2N4L3M4,0.6790123581886292,0.680272102355957,0.9523809552192688,2,4,0.3,0.4
C2N4L3M5,0.4938271641731262,0.6236559152603149,0.5523809790611267,2,4,0.3,0.5
C2N4L3M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.6
C2N4L3M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.7
C2N4L4M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.3
C2N4L4M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.4
C2N4L4M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.5
C2N4L4M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.6
C2N4L4M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.7
C2N4L5M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.3
C2N4L5M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.4
C2N4L5M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.5
C2N4L5M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.6
C2N4L5M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.7
C2N4L6M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.3
C2N4L6M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.4
C2N4L6M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.5
C2N4L6M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.6
C2N4L6M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.7
C2N4L7M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.3
C2N4L7M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.4
C2N4L7M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.5
C2N4L7M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.6
C2N4L7M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.7
C2N8L3M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.3
C2N8L3M4,0.6913580298423767,0.6821191906929016,0.9809523820877075,2,8,0.3,0.4
C2N8L3M5,0.7160493731498718,0.695364236831665,1.0,2,8,0.3,0.5
C2N8L3M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.6
C2N8L3M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.7
C2N8L4M3,0.5555555820465088,0.6363636255264282,0.7333333492279053,2,8,0.4,0.3
C2N8L4M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.4
C2N8L4M5,0.6604938507080078,0.65625,1.0,2,8,0.4,0.5
C2N8L4M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.6
C2N8L4M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.7
C2N8L5M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.3
C2N8L5M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.4
C2N8L5M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.5
C2N8L5M6,0.7037037014961243,0.686274528503418,1.0,2,8,0.5,0.6
C2N8L5M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.7
C2N8L6M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.3
C2N8L6M4,0.45679011940956116,1.0,0.16190476715564728,2,8,0.6,0.4
C2N8L6M5,0.709876537322998,0.6959459185600281,0.9809523820877075,2,8,0.6,0.5
C2N8L6M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.6
C2N8L6M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.7
C2N8L7M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.3
C2N8L7M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.4
C2N8L7M5,0.4444444477558136,1.0,0.1428571492433548,2,8,0.7,0.5
C2N8L7M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.6
C2N8L7M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.7
C2N16L3M3,0.6419752836227417,0.7373737096786499,0.6952381134033203,2,16,0.3,0.3
C2N16L3M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.4
C2N16L3M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.5
C2N16L3M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.6
C2N16L3M7,0.7037037014961243,0.6887417435646057,0.9904761910438538,2,16,0.3,0.7
C2N16L4M3,0.6913580298423767,0.6774193644523621,1.0,2,16,0.4,0.3
C2N16L4M4,0.6975308656692505,0.6818181872367859,1.0,2,16,0.4,0.4
C2N16L4M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.5
C2N16L4M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.6
C2N16L4M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.7
C2N16L5M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.3
C2N16L5M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.4
C2N16L5M5,0.7222222089767456,0.699999988079071,1.0,2,16,0.5,0.5
C2N16L5M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.6
C2N16L5M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.7
C2N16L6M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.3
C2N16L6M4,0.6604938507080078,0.65625,1.0,2,16,0.6,0.4
C2N16L6M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.5
C2N16L6M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.6
C2N16L6M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.7
C2N16L7M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.3
C2N16L7M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.4
C2N16L7M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.5
C2N16L7M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.6
C2N16L7M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.7
C2N32L3M3,0.6790123581886292,0.668789803981781,1.0,2,32,0.3,0.3
C2N32L3M4,0.6851851940155029,0.6730769276618958,1.0,2,32,0.3,0.4
C2N32L3M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.3,0.5
C2N32L3M6,0.709876537322998,0.6907894611358643,1.0,2,32,0.3,0.6
C2N32L3M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.3,0.7
C2N32L4M3,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.3
C2N32L4M4,0.6975308656692505,0.6866666674613953,0.9809523820877075,2,32,0.4,0.4
C2N32L4M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.5
C2N32L4M6,0.7160493731498718,0.695364236831665,1.0,2,32,0.4,0.6
C2N32L4M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.7
C2N32L5M3,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.3
C2N32L5M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.4
C2N32L5M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.5
C2N32L5M6,0.7037037014961243,0.686274528503418,1.0,2,32,0.5,0.6
C2N32L5M7,0.7160493731498718,0.695364236831665,1.0,2,32,0.5,0.7
C2N32L6M3,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.3
C2N32L6M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.4
C2N32L6M5,0.7160493731498718,0.6979866027832031,0.9904761910438538,2,32,0.6,0.5
C2N32L6M6,0.6851851940155029,0.6730769276618958,1.0,2,32,0.6,0.6
C2N32L6M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.7
C2N32L7M3,0.5246913433074951,1.0,0.2666666805744171,2,32,0.7,0.3
C2N32L7M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.4
C2N32L7M5,0.42592594027519226,1.0,0.11428571492433548,2,32,0.7,0.5
C2N32L7M6,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.6
C2N32L7M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.7
C2N64L3M3,0.6111111044883728,0.6615384817123413,0.8190476298332214,2,64,0.3,0.3
C2N64L3M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.3,0.4
C2N64L3M5,0.5185185074806213,0.6194690465927124,0.6666666865348816,2,64,0.3,0.5
C2N64L3M6,0.5617284178733826,0.9722222089767456,0.3333333432674408,2,64,0.3,0.6
C2N64L3M7,0.654321014881134,0.6521739363670349,1.0,2,64,0.3,0.7
C2N64L4M3,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.3
C2N64L4M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.4
C2N64L4M5,0.6913580298423767,0.6774193644523621,1.0,2,64,0.4,0.5
C2N64L4M6,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.6
C2N64L4M7,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.7
C2N64L5M3,0.709876537322998,0.6907894611358643,1.0,2,64,0.5,0.3
C2N64L5M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.4
C2N64L5M5,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.5
C2N64L5M6,0.7160493731498718,0.695364236831665,1.0,2,64,0.5,0.6
C2N64L5M7,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.7
C2N64L6M3,0.6481481194496155,0.6481481194496155,1.0,2,64,0.6,0.3
C2N64L6M4,0.7222222089767456,0.699999988079071,1.0,2,64,0.6,0.4
