Nome da rede,Acuracia,Precisao,Recall,Camadas,neuronios,learning_rate,momentum
C1N4L5M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.5,0.7
C1N4L6M3,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.3
C1N4L6M4,0.7037037014961243,0.686274528503418,1.0,1,4,0.6,0.4
C1N4L6M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.5
C1N4L6M6,0.6728395223617554,0.6666666865348816,0.9904761910438538,1,4,0.6,0.6
C1N4L6M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.7
C1N4L7M3,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.3
C1N4L7M4,0.6111111044883728,0.8888888955116272,0.4571428596973419,1,4,0.7,0.4
C1N4L7M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.5
C1N4L7M6,0.6975308656692505,0.6842105388641357,0.9904761910438538,1,4,0.7,0.6
C1N4L7M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.7
C1N8L3M3,0.6481481194496155,0.6481481194496155,1.0,1,8,0.3,0.3
C1N8L3M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.3,0.4
C1N8L3M5,0.6728395223617554,0.6645569801330566,1.0,1,8,0.3,0.5
C1N8L3M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.3,0.6
C1N8L3M7,0.7037037014961243,0.686274528503418,1.0,1,8,0.3,0.7
C1N8L4M3,0.6851851940155029,0.6875,0.9428571462631226,1,8,0.4,0.3
C1N8L4M4,0.6604938507080078,0.9166666865348816,0.523809552192688,1,8,0.4,0.4
C1N8L4M5,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.5
C1N8L4M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.6
C1N8L4M7,0.7160493731498718,0.695364236831665,1.0,1,8,0.4,0.7
C1N8L5M3,0.6481481194496155,0.6481481194496155,1.0,1,8,0.5,0.3
C1N8L5M4,0.6790123581886292,0.668789803981781,1.0,1,8,0.5,0.4
C1N8L5M5,0.7283950448036194,0.8505747318267822,0.7047619223594666,1,8,0.5,0.5
C1N8L5M6,0.6851851940155029,0.6730769276618958,1.0,1,8,0.5,0.6
C1N8L5M7,0.4938271641731262,1.0,0.21904762089252472,1,8,0.5,0.7
C1N8L6M3,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.3
C1N8L6M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.4
C1N8L6M5,0.7222222089767456,0.7307692170143127,0.9047619104385376,1,8,0.6,0.5
C1N8L6M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.6
C1N8L6M7,0.654321014881134,0.6521739363670349,1.0,1,8,0.6,0.7
C1N8L7M3,0.6851851940155029,0.8214285969734192,0.6571428775787354,1,8,0.7,0.3
C1N8L7M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.4
C1N8L7M5,0.6913580298423767,0.6870748400688171,0.961904764175415,1,8,0.7,0.5
C1N8L7M6,0.7160493731498718,0.695364236831665,1.0,1,8,0.7,0.6
C1N8L7M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.7
C1N16L3M3,0.6604938507080078,0.65625,1.0,1,16,0.3,0.3
C1N16L3M4,0.6913580298423767,0.6978417038917542,0.9238095283508301,1,16,0.3,0.4
C1N16L3M5,0.6728395223617554,0.6940298676490784,0.8857142925262451,1,16,0.3,0.5
C1N16L3M6,0.6481481194496155,0.6481481194496155,1.0,1,16,0.3,0.6
C1N16L3M7,0.6481481194496155,0.7105262875556946,0.7714285850524902,1,16,0.3,0.7
C1N16L4M3,0.6913580298423767,0.6870748400688171,0.961904764175415,1,16,0.4,0.3
C1N16L4M4,0.6481481194496155,0.6481481194496155,1.0,1,16,0.4,0.4
C1N16L4M5,0.7160493731498718,0.76106196641922,0.8190476298332214,1,16,0.4,0.5
C1N16L4M6,0.6790123581886292,0.6709677577018738,0.9904761910438538,1,16,0.4,0.6
C1N16L4M7,0.6975308656692505,0.6917808055877686,0.961904764175415,1,16,0.4,0.7
C1N16L5M3,0.6728395223617554,0.6830986142158508,0.9238095283508301,1,16,0.5,0.3
C1N16L5M4,0.6851851940155029,0.6901408433914185,0.9333333373069763,1,16,0.5,0.4
C1N16L5M5,0.604938268661499,0.8727272748947144,0.4571428596973419,1,16,0.5,0.5
C1N16L5M6,0.5679012537002563,0.7215189933776855,0.5428571701049805,1,16,0.5,0.6
C1N16L5M7,0.48765432834625244,1.0,0.20952381193637848,1,16,0.5,0.7
C1N16L6M3,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.3
C1N16L6M4,0.6481481194496155,0.6499999761581421,0.9904761910438538,1,16,0.6,0.4
C1N16L6M5,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.5
C1N16L6M6,0.5864197611808777,0.6610169410705566,0.7428571581840515,1,16,0.6,0.6
C1N16L6M7,0.6666666865348816,0.6834532618522644,0.9047619104385376,1,16,0.6,0.7
C1N16L7M3,0.7222222089767456,0.8571428656578064,0.6857143044471741,1,16,0.7,0.3
C1N16L7M4,0.6111111044883728,0.7234042286872864,0.6476190686225891,1,16,0.7,0.4
C1N16L7M5,0.709876537322998,0.6933333277702332,0.9904761910438538,1,16,0.7,0.5
C1N16L7M6,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.6
C1N16L7M7,0.7037037014961243,0.8433734774589539,0.6666666865348816,1,16,0.7,0.7
C1N32L3M3,0.6913580298423767,0.6774193644523621,1.0,1,32,0.3,0.3
C1N32L3M4,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,32,0.3,0.4
C1N32L3M5,0.6728395223617554,0.6688311696052551,0.9809523820877075,1,32,0.3,0.5
C1N32L3M6,0.709876537322998,0.6907894611358643,1.0,1,32,0.3,0.6
C1N32L3M7,0.5679012537002563,1.0,0.3333333432674408,1,32,0.3,0.7
C1N32L4M3,0.6666666865348816,0.6603773832321167,1.0,1,32,0.4,0.3
C1N32L4M4,0.6728395223617554,0.9193548560142517,0.5428571701049805,1,32,0.4,0.4
C1N32L4M5,0.654321014881134,0.6521739363670349,1.0,1,32,0.4,0.5
C1N32L4M6,0.7037037014961243,0.6887417435646057,0.9904761910438538,1,32,0.4,0.6
C1N32L4M7,0.6851851940155029,0.7454545497894287,0.7809523940086365,1,32,0.4,0.7
C1N32L5M3,0.6790123581886292,0.682758629322052,0.9428571462631226,1,32,0.5,0.3
C1N32L5M4,0.7469135522842407,0.7622950673103333,0.8857142925262451,1,32,0.5,0.4
C1N32L5M5,0.6604938507080078,0.65625,1.0,1,32,0.5,0.5
C1N32L5M6,0.6481481194496155,0.6481481194496155,1.0,1,32,0.5,0.6
C1N32L5M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.5,0.7
C1N32L6M3,0.7160493731498718,0.695364236831665,1.0,1,32,0.6,0.3
C1N32L6M4,0.6851851940155029,0.6753246784210205,0.9904761910438538,1,32,0.6,0.4
C1N32L6M5,0.6481481194496155,0.6481481194496155,1.0,1,32,0.6,0.5
C1N32L6M6,0.7037037014961243,0.686274528503418,1.0,1,32,0.6,0.6
C1N32L6M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.6,0.7
C1N32L7M3,0.5740740895271301,0.949999988079071,0.3619047701358795,1,32,0.7,0.3
C1N32L7M4,0.6728395223617554,0.6645569801330566,1.0,1,32,0.7,0.4
C1N32L7M5,0.6728395223617554,0.6857143044471741,0.9142857193946838,1,32,0.7,0.5
C1N32L7M6,0.5,1.0,0.22857142984867096,1,32,0.7,0.6
C1N32L7M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.7
C1N64L3M3,0.6481481194496155,0.6481481194496155,1.0,1,64,0.3,0.3
C1N64L3M4,0.6913580298423767,0.6896551847457886,0.9523809552192688,1,64,0.3,0.4
C1N64L3M5,0.6975308656692505,0.6818181872367859,1.0,1,64,0.3,0.5
C1N64L3M6,0.7345678806304932,0.7767857313156128,0.8285714387893677,1,64,0.3,0.6
C1N64L3M7,0.6790123581886292,0.682758629322052,0.9428571462631226,1,64,0.3,0.7
C1N64L4M3,0.6851851940155029,0.6824324131011963,0.961904764175415,1,64,0.4,0.3
C1N64L4M4,0.7037037014961243,0.6887417435646057,0.9904761910438538,1,64,0.4,0.4
C1N64L4M5,0.7160493731498718,0.695364236831665,1.0,1,64,0.4,0.5
C1N64L4M6,0.6851851940155029,0.6875,0.9428571462631226,1,64,0.4,0.6
C1N64L4M7,0.6975308656692505,0.9242424368858337,0.5809524059295654,1,64,0.4,0.7
C1N64L5M3,0.604938268661499,0.6614173054695129,0.800000011920929,1,64,0.5,0.3
C1N64L5M4,0.6728395223617554,0.6645569801330566,1.0,1,64,0.5,0.4
C1N64L5M5,0.6975308656692505,0.6917808055877686,0.961904764175415,1,64,0.5,0.5
C1N64L5M6,0.6975308656692505,0.7058823704719543,0.9142857193946838,1,64,0.5,0.6
C1N64L5M7,0.7283950448036194,0.7850467562675476,0.800000011920929,1,64,0.5,0.7
C1N64L6M3,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.3
C1N64L6M4,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.4
C1N64L6M5,0.709876537322998,0.6933333277702332,0.9904761910438538,1,64,0.6,0.5
C1N64L6M6,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.6
C1N64L6M7,0.6790123581886292,0.7190082669258118,0.8285714387893677,1,64,0.6,0.7
C1N64L7M3,0.7160493731498718,0.7122302055358887,0.9428571462631226,1,64,0.7,0.3
C1N64L7M4,0.7037037014961243,0.6887417435646057,0.9904761910438538,1,64,0.7,0.4
C1N64L7M5,0.5740740895271301,0.9736841917037964,0.3523809611797333,1,64,0.7,0.5
C1N64L7M6,0.654321014881134,0.6521739363670349,1.0,1,64,0.7,0.6
C1N64L7M7,0.6481481194496155,0.6481481194496155,1.0,1,64,0.7,0.7
C1N128L3M3,0.6975308656692505,0.6866666674613953,0.9809523820877075,1,128,0.3,0.3
C1N128L3M4,0.6975308656692505,0.6866666674613953,0.9809523820877075,1,128,0.3,0.4
C1N128L3M5,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,128,0.3,0.5
C1N128L3M6,0.7160493731498718,0.8641975522041321,0.6666666865348816,1,128,0.3,0.6
C1N128L3M7,0.6604938507080078,0.65625,1.0,1,128,0.3,0.7
C1N128L4M3,0.5370370149612427,0.9166666865348816,0.3142857253551483,1,128,0.4,0.3
C1N128L4M4,0.6481481194496155,0.6481481194496155,1.0,1,128,0.4,0.4
C1N128L4M5,0.654321014881134,0.6521739363670349,1.0,1,128,0.4,0.5
C1N128L4M6,0.709876537322998,0.6907894611358643,1.0,1,128,0.4,0.6
C1N128L4M7,0.654321014881134,0.9298245906829834,0.5047619342803955,1,128,0.4,0.7
C1N128L5M3,0.654321014881134,0.6521739363670349,1.0,1,128,0.5,0.3
C1N128L5M4,0.6481481194496155,0.6481481194496155,1.0,1,128,0.5,0.4
C1N128L5M5,0.7037037014961243,0.6887417435646057,0.9904761910438538,1,128,0.5,0.5
C1N128L5M6,0.7037037014961243,0.6938775777816772,0.9714285731315613,1,128,0.5,0.6
C1N128L5M7,0.6481481194496155,0.6481481194496155,1.0,1,128,0.5,0.7
C1N128L6M3,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,128,0.6,0.3
C1N128L6M4,0.6358024477958679,0.9107142686843872,0.48571428656578064,1,128,0.6,0.4
C1N128L6M5,0.6790123581886292,0.680272102355957,0.9523809552192688,1,128,0.6,0.5
C1N128L6M6,0.6481481194496155,0.6481481194496155,1.0,1,128,0.6,0.6
C1N128L6M7,0.7222222089767456,0.7830188870429993,0.7904762029647827,1,128,0.6,0.7
C1N128L7M3,0.7407407164573669,0.7441860437393188,0.9142857193946838,1,128,0.7,0.3
C1N128L7M4,0.7283950448036194,0.7103448510169983,0.9809523820877075,1,128,0.7,0.4
C1N128L7M5,0.6358024477958679,0.6742424368858337,0.8476190567016602,1,128,0.7,0.5
C1N128L7M6,0.7037037014961243,0.8799999952316284,0.6285714507102966,1,128,0.7,0.6
C1N128L7M7,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,128,0.7,0.7
C2N2L3M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.3
C2N2L3M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.4
C2N2L3M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.5
C2N2L3M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.6
C2N2L3M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.7
C2N2L4M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.3
C2N2L4M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.4
C2N2L4M5,0.6419752836227417,0.8615384697914124,0.5333333611488342,2,2,0.4,0.5
C2N2L4M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.6
C2N2L4M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.7
C2N2L5M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.3
C2N2L5M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.4
C2N2L5M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.5
C2N2L5M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.6
C2N2L5M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.7
C2N2L6M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.3
C2N2L6M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.4
C2N2L6M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.5
C2N2L6M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.6
C2N2L6M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.7
C2N2L7M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.3
C2N2L7M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.4
C2N2L7M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.5
C2N2L7M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.6
C2N2L7M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.7
C2N4L3M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.3
C2N4L3M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.4
C2N4L3M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.5
C2N4L3M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.6
C2N4L3M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.7
C2N4L4M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.3
C2N4L4M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.4
C2N4L4M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.5
C2N4L4M6,0.7037037014961243,0.6912751793861389,0.9809523820877075,2,4,0.4,0.6
C2N4L4M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.7
C2N4L5M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.3
C2N4L5M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.4
C2N4L5M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.5
C2N4L5M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.6
C2N4L5M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.7
C2N4L6M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.3
C2N4L6M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.4
C2N4L6M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.5
C2N4L6M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.6
C2N4L6M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.7
C2N4L7M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.3
C2N4L7M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.4
C2N4L7M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.5
C2N4L7M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.6
C2N4L7M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.7
C2N8L3M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.3
C2N8L3M4,0.5864197611808777,0.6727272868156433,0.7047619223594666,2,8,0.3,0.4
C2N8L3M5,0.6913580298423767,0.692307710647583,0.9428571462631226,2,8,0.3,0.5
C2N8L3M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.6
C2N8L3M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.7
C2N8L4M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.3
C2N8L4M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.4
C2N8L4M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.5
C2N8L4M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.6
C2N8L4M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.7
C2N8L5M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.3
C2N8L5M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.4
C2N8L5M5,0.709876537322998,0.6907894611358643,1.0,2,8,0.5,0.5
C2N8L5M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.6
C2N8L5M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.7
C2N8L6M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.3
C2N8L6M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.4
C2N8L6M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.5
C2N8L6M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.6
C2N8L6M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.7
C2N8L7M3,0.709876537322998,0.6959459185600281,0.9809523820877075,2,8,0.7,0.3
C2N8L7M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.4
C2N8L7M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.5
C2N8L7M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.6
C2N8L7M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.7
C2N16L3M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.3
C2N16L3M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.4
C2N16L3M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.5
C2N16L3M6,0.6728395223617554,0.6830986142158508,0.9238095283508301,2,16,0.3,0.6
C2N16L3M7,0.4197530746459961,1.0,0.10476190596818924,2,16,0.3,0.7
C2N16L4M3,0.6913580298423767,0.6774193644523621,1.0,2,16,0.4,0.3
C2N16L4M4,0.6790123581886292,0.6879432797431946,0.9238095283508301,2,16,0.4,0.4
C2N16L4M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.5
C2N16L4M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.6
C2N16L4M7,0.5,1.0,0.22857142984867096,2,16,0.4,0.7
C2N16L5M3,0.5679012537002563,0.6356589198112488,0.7809523940086365,2,16,0.5,0.3
C2N16L5M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.4
C2N16L5M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.5
C2N16L5M6,0.6913580298423767,0.692307710647583,0.9428571462631226,2,16,0.5,0.6
C2N16L5M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.7
C2N16L6M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.3
C2N16L6M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.4
C2N16L6M5,0.6296296119689941,0.8461538553237915,0.523809552192688,2,16,0.6,0.5
C2N16L6M6,0.5864197611808777,0.6507936716079712,0.7809523940086365,2,16,0.6,0.6
C2N16L6M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.7
C2N16L7M3,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.3
C2N16L7M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.4
C2N16L7M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.5
C2N16L7M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.6
C2N16L7M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.7
C2N32L3M3,0.654321014881134,0.6521739363670349,1.0,2,32,0.3,0.3
C2N32L3M4,0.6913580298423767,0.6896551847457886,0.9523809552192688,2,32,0.3,0.4
C2N32L3M5,0.7160493731498718,0.695364236831665,1.0,2,32,0.3,0.5
C2N32L3M6,0.6851851940155029,0.6730769276618958,1.0,2,32,0.3,0.6
C2N32L3M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.3,0.7
C2N32L4M3,0.7037037014961243,0.6912751793861389,0.9809523820877075,2,32,0.4,0.3
C2N32L4M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.4
C2N32L4M5,0.7037037014961243,0.6938775777816772,0.9714285731315613,2,32,0.4,0.5
C2N32L4M6,0.654321014881134,0.6521739363670349,1.0,2,32,0.4,0.6
C2N32L4M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.7
C2N32L5M3,0.5370370149612427,0.9166666865348816,0.3142857253551483,2,32,0.5,0.3
C2N32L5M4,0.654321014881134,0.6788321137428284,0.8857142925262451,2,32,0.5,0.4
C2N32L5M5,0.5185185074806213,0.6173912882804871,0.6761904954910278,2,32,0.5,0.5
C2N32L5M6,0.6851851940155029,0.6800000071525574,0.9714285731315613,2,32,0.5,0.6
C2N32L5M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.7
C2N32L6M3,0.6975308656692505,0.6917808055877686,0.961904764175415,2,32,0.6,0.3
C2N32L6M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.4
C2N32L6M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.5
C2N32L6M6,0.6790123581886292,0.6879432797431946,0.9238095283508301,2,32,0.6,0.6
C2N32L6M7,0.43209877610206604,1.0,0.12380952388048172,2,32,0.6,0.7
C2N32L7M3,0.6172839403152466,0.6641221642494202,0.8285714387893677,2,32,0.7,0.3
C2N32L7M4,0.7160493731498718,0.6979866027832031,0.9904761910438538,2,32,0.7,0.4
C2N32L7M5,0.654321014881134,0.6521739363670349,1.0,2,32,0.7,0.5
C2N32L7M6,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.6
C2N32L7M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.7
C2N64L3M3,0.6975308656692505,0.6818181872367859,1.0,2,64,0.3,0.3
C2N64L3M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.3,0.4
C2N64L3M5,0.7160493731498718,0.695364236831665,1.0,2,64,0.3,0.5
C2N64L3M6,0.6666666865348816,0.6834532618522644,0.9047619104385376,2,64,0.3,0.6
C2N64L3M7,0.6481481194496155,0.6481481194496155,1.0,2,64,0.3,0.7
C2N64L4M3,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.3
C2N64L4M4,0.7037037014961243,0.686274528503418,1.0,2,64,0.4,0.4
C2N64L4M5,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.5
C2N64L4M6,0.6913580298423767,0.6774193644523621,1.0,2,64,0.4,0.6
C2N64L4M7,0.6851851940155029,0.6901408433914185,0.9333333373069763,2,64,0.4,0.7
C2N64L5M3,0.5987654328346252,0.65625,0.800000011920929,2,64,0.5,0.3
C2N64L5M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.4
C2N64L5M5,0.6913580298423767,0.8873239159584045,0.6000000238418579,2,64,0.5,0.5
