Nome da rede,Acuracia,Precisao,Recall,Camadas,neuronios,learning_rate,momentum
C1N4L5M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.5,0.7
C1N4L6M3,0.6913580298423767,0.6870748400688171,0.961904764175415,1,4,0.6,0.3
C1N4L6M4,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.4
C1N4L6M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.5
C1N4L6M6,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.6
C1N4L6M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.6,0.7
C1N4L7M3,0.6975308656692505,0.6891891956329346,0.9714285731315613,1,4,0.7,0.3
C1N4L7M4,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.4
C1N4L7M5,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.5
C1N4L7M6,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.6
C1N4L7M7,0.6481481194496155,0.6481481194496155,1.0,1,4,0.7,0.7
C1N8L3M3,0.6481481194496155,0.6481481194496155,1.0,1,8,0.3,0.3
C1N8L3M4,0.654321014881134,0.6521739363670349,1.0,1,8,0.3,0.4
C1N8L3M5,0.7407407164573669,0.8387096524238586,0.7428571581840515,1,8,0.3,0.5
C1N8L3M6,0.6975308656692505,0.6818181872367859,1.0,1,8,0.3,0.6
C1N8L3M7,0.7283950448036194,0.808080792427063,0.761904776096344,1,8,0.3,0.7
C1N8L4M3,0.6604938507080078,0.65625,1.0,1,8,0.4,0.3
C1N8L4M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.4,0.4
C1N8L4M5,0.7160493731498718,0.7360000014305115,0.8761904835700989,1,8,0.4,0.5
C1N8L4M6,0.6913580298423767,0.7835051417350769,0.723809540271759,1,8,0.4,0.6
C1N8L4M7,0.7160493731498718,0.695364236831665,1.0,1,8,0.4,0.7
C1N8L5M3,0.6851851940155029,0.6730769276618958,1.0,1,8,0.5,0.3
C1N8L5M4,0.7160493731498718,0.695364236831665,1.0,1,8,0.5,0.4
C1N8L5M5,0.709876537322998,0.6907894611358643,1.0,1,8,0.5,0.5
C1N8L5M6,0.7283950448036194,0.7904762029647827,0.7904762029647827,1,8,0.5,0.6
C1N8L5M7,0.6975308656692505,0.9242424368858337,0.5809524059295654,1,8,0.5,0.7
C1N8L6M3,0.7160493731498718,0.695364236831665,1.0,1,8,0.6,0.3
C1N8L6M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.4
C1N8L6M5,0.709876537322998,0.6907894611358643,1.0,1,8,0.6,0.5
C1N8L6M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.6
C1N8L6M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.6,0.7
C1N8L7M3,0.709876537322998,0.6907894611358643,1.0,1,8,0.7,0.3
C1N8L7M4,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.4
C1N8L7M5,0.7037037014961243,0.686274528503418,1.0,1,8,0.7,0.5
C1N8L7M6,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.6
C1N8L7M7,0.6481481194496155,0.6481481194496155,1.0,1,8,0.7,0.7
C1N16L3M3,0.6481481194496155,0.6481481194496155,1.0,1,16,0.3,0.3
C1N16L3M4,0.6913580298423767,0.6774193644523621,1.0,1,16,0.3,0.4
C1N16L3M5,0.6790123581886292,0.8354430198669434,0.6285714507102966,1,16,0.3,0.5
C1N16L3M6,0.7160493731498718,0.6979866027832031,0.9904761910438538,1,16,0.3,0.6
C1N16L3M7,0.6913580298423767,0.6774193644523621,1.0,1,16,0.3,0.7
C1N16L4M3,0.6481481194496155,0.6481481194496155,1.0,1,16,0.4,0.3
C1N16L4M4,0.6481481194496155,0.6764705777168274,0.8761904835700989,1,16,0.4,0.4
C1N16L4M5,0.7345678806304932,0.7767857313156128,0.8285714387893677,1,16,0.4,0.5
C1N16L4M6,0.654321014881134,0.6521739363670349,1.0,1,16,0.4,0.6
C1N16L4M7,0.6913580298423767,0.8873239159584045,0.6000000238418579,1,16,0.4,0.7
C1N16L5M3,0.7160493731498718,0.695364236831665,1.0,1,16,0.5,0.3
C1N16L5M4,0.6975308656692505,0.7089552283287048,0.9047619104385376,1,16,0.5,0.4
C1N16L5M5,0.6481481194496155,0.8636363744735718,0.5428571701049805,1,16,0.5,0.5
C1N16L5M6,0.6666666865348816,0.7628865838050842,0.7047619223594666,1,16,0.5,0.6
C1N16L5M7,0.7345678806304932,0.7719298005104065,0.8380952477455139,1,16,0.5,0.7
C1N16L6M3,0.6851851940155029,0.6753246784210205,0.9904761910438538,1,16,0.6,0.3
C1N16L6M4,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.4
C1N16L6M5,0.7037037014961243,0.686274528503418,1.0,1,16,0.6,0.5
C1N16L6M6,0.654321014881134,0.6788321137428284,0.8857142925262451,1,16,0.6,0.6
C1N16L6M7,0.6481481194496155,0.6481481194496155,1.0,1,16,0.6,0.7
C1N16L7M3,0.6604938507080078,0.7450980544090271,0.723809540271759,1,16,0.7,0.3
C1N16L7M4,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.4
C1N16L7M5,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.5
C1N16L7M6,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.6
C1N16L7M7,0.6481481194496155,0.6481481194496155,1.0,1,16,0.7,0.7
C1N32L3M3,0.654321014881134,0.8024691343307495,0.6190476417541504,1,32,0.3,0.3
C1N32L3M4,0.709876537322998,0.6933333277702332,0.9904761910438538,1,32,0.3,0.4
C1N32L3M5,0.7160493731498718,0.695364236831665,1.0,1,32,0.3,0.5
C1N32L3M6,0.7037037014961243,0.686274528503418,1.0,1,32,0.3,0.6
C1N32L3M7,0.709876537322998,0.6907894611358643,1.0,1,32,0.3,0.7
C1N32L4M3,0.6481481194496155,0.6481481194496155,1.0,1,32,0.4,0.3
C1N32L4M4,0.654321014881134,0.6521739363670349,1.0,1,32,0.4,0.4
C1N32L4M5,0.709876537322998,0.6933333277702332,0.9904761910438538,1,32,0.4,0.5
C1N32L4M6,0.709876537322998,0.6907894611358643,1.0,1,32,0.4,0.6
C1N32L4M7,0.6728395223617554,0.6645569801330566,1.0,1,32,0.4,0.7
C1N32L5M3,0.709876537322998,0.6959459185600281,0.9809523820877075,1,32,0.5,0.3
C1N32L5M4,0.604938268661499,0.9019607901573181,0.43809524178504944,1,32,0.5,0.4
C1N32L5M5,0.709876537322998,0.7685185074806213,0.7904762029647827,1,32,0.5,0.5
C1N32L5M6,0.6666666865348816,0.7383177280426025,0.7523809671401978,1,32,0.5,0.6
C1N32L5M7,0.6604938507080078,0.6811594367027283,0.8952381014823914,1,32,0.5,0.7
C1N32L6M3,0.6728395223617554,0.6645569801330566,1.0,1,32,0.6,0.3
C1N32L6M4,0.6481481194496155,0.6481481194496155,1.0,1,32,0.6,0.4
C1N32L6M5,0.6666666865348816,0.6603773832321167,1.0,1,32,0.6,0.5
C1N32L6M6,0.7037037014961243,0.6938775777816772,0.9714285731315613,1,32,0.6,0.6
C1N32L6M7,0.6790123581886292,0.668789803981781,1.0,1,32,0.6,0.7
C1N32L7M3,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.3
C1N32L7M4,0.7037037014961243,0.7714285850524902,0.7714285850524902,1,32,0.7,0.4
C1N32L7M5,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.5
C1N32L7M6,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.6
C1N32L7M7,0.6481481194496155,0.6481481194496155,1.0,1,32,0.7,0.7
C1N64L3M3,0.7530864477157593,0.7443609237670898,0.9428571462631226,1,64,0.3,0.3
C1N64L3M4,0.709876537322998,0.7013888955116272,0.961904764175415,1,64,0.3,0.4
C1N64L3M5,0.6913580298423767,0.6845637559890747,0.9714285731315613,1,64,0.3,0.5
C1N64L3M6,0.6851851940155029,0.6730769276618958,1.0,1,64,0.3,0.6
C1N64L3M7,0.6790123581886292,0.6853147149085999,0.9333333373069763,1,64,0.3,0.7
C1N64L4M3,0.6481481194496155,0.6481481194496155,1.0,1,64,0.4,0.3
C1N64L4M4,0.6851851940155029,0.6730769276618958,1.0,1,64,0.4,0.4
C1N64L4M5,0.6790123581886292,0.7523809671401978,0.7523809671401978,1,64,0.4,0.5
C1N64L4M6,0.709876537322998,0.6907894611358643,1.0,1,64,0.4,0.6
C1N64L4M7,0.7716049551963806,0.8695651888847351,0.761904776096344,1,64,0.4,0.7
C1N64L5M3,0.6913580298423767,0.6870748400688171,0.961904764175415,1,64,0.5,0.3
C1N64L5M4,0.6481481194496155,0.6481481194496155,1.0,1,64,0.5,0.4
C1N64L5M5,0.6975308656692505,0.6818181872367859,1.0,1,64,0.5,0.5
C1N64L5M6,0.6790123581886292,0.7226890921592712,0.8190476298332214,1,64,0.5,0.6
C1N64L5M7,0.6790123581886292,0.673202633857727,0.9809523820877075,1,64,0.5,0.7
C1N64L6M3,0.7037037014961243,0.7355371713638306,0.8476190567016602,1,64,0.6,0.3
C1N64L6M4,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.4
C1N64L6M5,0.7160493731498718,0.695364236831665,1.0,1,64,0.6,0.5
C1N64L6M6,0.6481481194496155,0.6481481194496155,1.0,1,64,0.6,0.6
C1N64L6M7,0.7037037014961243,0.686274528503418,1.0,1,64,0.6,0.7
C1N64L7M3,0.6481481194496155,0.6764705777168274,0.8761904835700989,1,64,0.7,0.3
C1N64L7M4,0.6481481194496155,0.6481481194496155,1.0,1,64,0.7,0.4
C1N64L7M5,0.6604938507080078,0.6623376607894897,0.9714285731315613,1,64,0.7,0.5
C1N64L7M6,0.6481481194496155,0.6481481194496155,1.0,1,64,0.7,0.6
C1N64L7M7,0.6913580298423767,0.6774193644523621,1.0,1,64,0.7,0.7
C1N128L3M3,0.654321014881134,0.6521739363670349,1.0,1,128,0.3,0.3
C1N128L3M4,0.654321014881134,0.6521739363670349,1.0,1,128,0.3,0.4
C1N128L3M5,0.709876537322998,0.6907894611358643,1.0,1,128,0.3,0.5
C1N128L3M6,0.7160493731498718,0.8641975522041321,0.6666666865348816,1,128,0.3,0.6
C1N128L3M7,0.6728395223617554,0.6645569801330566,1.0,1,128,0.3,0.7
C1N128L4M3,0.6851851940155029,0.6875,0.9428571462631226,1,128,0.4,0.3
C1N128L4M4,0.7037037014961243,0.686274528503418,1.0,1,128,0.4,0.4
C1N128L4M5,0.6481481194496155,0.6481481194496155,1.0,1,128,0.4,0.5
C1N128L4M6,0.6666666865348816,0.6603773832321167,1.0,1,128,0.4,0.6
C1N128L4M7,0.7160493731498718,0.695364236831665,1.0,1,128,0.4,0.7
C1N128L5M3,0.6481481194496155,0.6481481194496155,1.0,1,128,0.5,0.3
C1N128L5M4,0.7037037014961243,0.686274528503418,1.0,1,128,0.5,0.4
C1N128L5M5,0.6481481194496155,0.6481481194496155,1.0,1,128,0.5,0.5
C1N128L5M6,0.7222222089767456,0.717391312122345,0.9428571462631226,1,128,0.5,0.6
C1N128L5M7,0.7037037014961243,0.7175572514533997,0.8952381014823914,1,128,0.5,0.7
C1N128L6M3,0.709876537322998,0.6907894611358643,1.0,1,128,0.6,0.3
C1N128L6M4,0.6481481194496155,0.6481481194496155,1.0,1,128,0.6,0.4
C1N128L6M5,0.6481481194496155,0.6481481194496155,1.0,1,128,0.6,0.5
C1N128L6M6,0.7407407164573669,0.7739130258560181,0.8476190567016602,1,128,0.6,0.6
C1N128L6M7,0.6481481194496155,0.6481481194496155,1.0,1,128,0.6,0.7
C1N128L7M3,0.4691357910633087,1.0,0.18095238506793976,1,128,0.7,0.3
C1N128L7M4,0.6481481194496155,0.6481481194496155,1.0,1,128,0.7,0.4
C1N128L7M5,0.6851851940155029,0.6730769276618958,1.0,1,128,0.7,0.5
C1N128L7M6,0.6666666865348816,0.6603773832321167,1.0,1,128,0.7,0.6
C1N128L7M7,0.4938271641731262,1.0,0.21904762089252472,1,128,0.7,0.7
C2N2L3M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.3
C2N2L3M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.4
C2N2L3M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.5
C2N2L3M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.6
C2N2L3M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.3,0.7
C2N2L4M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.3
C2N2L4M4,0.6234567761421204,0.671875,0.8190476298332214,2,2,0.4,0.4
C2N2L4M5,0.7160493731498718,0.695364236831665,1.0,2,2,0.4,0.5
C2N2L4M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.6
C2N2L4M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.4,0.7
C2N2L5M3,0.6790123581886292,0.6879432797431946,0.9238095283508301,2,2,0.5,0.3
C2N2L5M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.4
C2N2L5M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.5
C2N2L5M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.6
C2N2L5M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.5,0.7
C2N2L6M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.3
C2N2L6M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.4
C2N2L6M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.5
C2N2L6M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.6
C2N2L6M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.6,0.7
C2N2L7M3,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.3
C2N2L7M4,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.4
C2N2L7M5,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.5
C2N2L7M6,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.6
C2N2L7M7,0.6481481194496155,0.6481481194496155,1.0,2,2,0.7,0.7
C2N4L3M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.3
C2N4L3M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.4
C2N4L3M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.3,0.5
C2N4L3M6,0.6666666865348816,0.6603773832321167,1.0,2,4,0.3,0.6
C2N4L3M7,0.5555555820465088,0.8837209343910217,0.3619047701358795,2,4,0.3,0.7
C2N4L4M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.3
C2N4L4M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.4
C2N4L4M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.5
C2N4L4M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.6
C2N4L4M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.4,0.7
C2N4L5M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.3
C2N4L5M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.4
C2N4L5M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.5
C2N4L5M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.6
C2N4L5M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.5,0.7
C2N4L6M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.3
C2N4L6M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.4
C2N4L6M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.5
C2N4L6M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.6
C2N4L6M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.6,0.7
C2N4L7M3,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.3
C2N4L7M4,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.4
C2N4L7M5,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.5
C2N4L7M6,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.6
C2N4L7M7,0.6481481194496155,0.6481481194496155,1.0,2,4,0.7,0.7
C2N8L3M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.3
C2N8L3M4,0.6790123581886292,0.668789803981781,1.0,2,8,0.3,0.4
C2N8L3M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.5
C2N8L3M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.6
C2N8L3M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.3,0.7
C2N8L4M3,0.7037037014961243,0.6912751793861389,0.9809523820877075,2,8,0.4,0.3
C2N8L4M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.4
C2N8L4M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.5
C2N8L4M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.6
C2N8L4M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.4,0.7
C2N8L5M3,0.42592594027519226,1.0,0.11428571492433548,2,8,0.5,0.3
C2N8L5M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.4
C2N8L5M5,0.7037037014961243,0.686274528503418,1.0,2,8,0.5,0.5
C2N8L5M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.6
C2N8L5M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.5,0.7
C2N8L6M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.3
C2N8L6M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.4
C2N8L6M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.5
C2N8L6M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.6
C2N8L6M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.6,0.7
C2N8L7M3,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.3
C2N8L7M4,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.4
C2N8L7M5,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.5
C2N8L7M6,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.6
C2N8L7M7,0.6481481194496155,0.6481481194496155,1.0,2,8,0.7,0.7
C2N16L3M3,0.395061731338501,1.0,0.06666667014360428,2,16,0.3,0.3
C2N16L3M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.4
C2N16L3M5,0.6975308656692505,0.6917808055877686,0.961904764175415,2,16,0.3,0.5
C2N16L3M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.3,0.6
C2N16L3M7,0.5925925970077515,0.9756097793579102,0.380952388048172,2,16,0.3,0.7
C2N16L4M3,0.6913580298423767,0.6896551847457886,0.9523809552192688,2,16,0.4,0.3
C2N16L4M4,0.7160493731498718,0.6979866027832031,0.9904761910438538,2,16,0.4,0.4
C2N16L4M5,0.709876537322998,0.6907894611358643,1.0,2,16,0.4,0.5
C2N16L4M6,0.709876537322998,0.6933333277702332,0.9904761910438538,2,16,0.4,0.6
C2N16L4M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.4,0.7
C2N16L5M3,0.709876537322998,0.6933333277702332,0.9904761910438538,2,16,0.5,0.3
C2N16L5M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.4
C2N16L5M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.5
C2N16L5M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.6
C2N16L5M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.5,0.7
C2N16L6M3,0.6913580298423767,0.6870748400688171,0.961904764175415,2,16,0.6,0.3
C2N16L6M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.4
C2N16L6M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.5
C2N16L6M6,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.6
C2N16L6M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.6,0.7
C2N16L7M3,0.709876537322998,0.6907894611358643,1.0,2,16,0.7,0.3
C2N16L7M4,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.4
C2N16L7M5,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.5
C2N16L7M6,0.6666666865348816,0.6834532618522644,0.9047619104385376,2,16,0.7,0.6
C2N16L7M7,0.6481481194496155,0.6481481194496155,1.0,2,16,0.7,0.7
C2N32L3M3,0.6790123581886292,0.680272102355957,0.9523809552192688,2,32,0.3,0.3
C2N32L3M4,0.6851851940155029,0.6824324131011963,0.961904764175415,2,32,0.3,0.4
C2N32L3M5,0.6666666865348816,0.6603773832321167,1.0,2,32,0.3,0.5
C2N32L3M6,0.709876537322998,0.6959459185600281,0.9809523820877075,2,32,0.3,0.6
C2N32L3M7,0.6666666865348816,0.6603773832321167,1.0,2,32,0.3,0.7
C2N32L4M3,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.3
C2N32L4M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.4
C2N32L4M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.4,0.5
C2N32L4M6,0.6728395223617554,0.6857143044471741,0.9142857193946838,2,32,0.4,0.6
C2N32L4M7,0.709876537322998,0.6933333277702332,0.9904761910438538,2,32,0.4,0.7
C2N32L5M3,0.5864197611808777,0.8064516186714172,0.4761904776096344,2,32,0.5,0.3
C2N32L5M4,0.654321014881134,0.6991869807243347,0.8190476298332214,2,32,0.5,0.4
C2N32L5M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.5
C2N32L5M6,0.7037037014961243,0.686274528503418,1.0,2,32,0.5,0.6
C2N32L5M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.5,0.7
C2N32L6M3,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.3
C2N32L6M4,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.4
C2N32L6M5,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.5
C2N32L6M6,0.6481481194496155,0.6481481194496155,1.0,2,32,0.6,0.6
C2N32L6M7,0.42592594027519226,1.0,0.11428571492433548,2,32,0.6,0.7
C2N32L7M3,0.6790123581886292,0.668789803981781,1.0,2,32,0.7,0.3
C2N32L7M4,0.7037037014961243,0.686274528503418,1.0,2,32,0.7,0.4
C2N32L7M5,0.7222222089767456,0.699999988079071,1.0,2,32,0.7,0.5
C2N32L7M6,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.6
C2N32L7M7,0.6481481194496155,0.6481481194496155,1.0,2,32,0.7,0.7
C2N64L3M3,0.6851851940155029,0.6753246784210205,0.9904761910438538,2,64,0.3,0.3
C2N64L3M4,0.6604938507080078,0.9629629850387573,0.4952380955219269,2,64,0.3,0.4
C2N64L3M5,0.4938271641731262,1.0,0.21904762089252472,2,64,0.3,0.5
C2N64L3M6,0.6666666865348816,0.6603773832321167,1.0,2,64,0.3,0.6
C2N64L3M7,0.7037037014961243,0.686274528503418,1.0,2,64,0.3,0.7
C2N64L4M3,0.6481481194496155,0.6791045069694519,0.8666666746139526,2,64,0.4,0.3
C2N64L4M4,0.6604938507080078,0.65625,1.0,2,64,0.4,0.4
C2N64L4M5,0.6234567761421204,0.6666666865348816,0.8380952477455139,2,64,0.4,0.5
C2N64L4M6,0.6728395223617554,0.6645569801330566,1.0,2,64,0.4,0.6
C2N64L4M7,0.6481481194496155,0.6481481194496155,1.0,2,64,0.4,0.7
C2N64L5M3,0.6851851940155029,0.6824324131011963,0.961904764175415,2,64,0.5,0.3
C2N64L5M4,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.4
C2N64L5M5,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.5
C2N64L5M6,0.7037037014961243,0.6965517401695251,0.961904764175415,2,64,0.5,0.6
C2N64L5M7,0.6481481194496155,0.6481481194496155,1.0,2,64,0.5,0.7
C2N64L6M3,0.6481481194496155,0.6481481194496155,1.0,2,64,0.6,0.3
